index,time,low,high,open,close,volume,date
47,1729814400,68156.84,68235.69,68156.84,68201.94,33.17337328,2024-10-25 00:00:00
46,1729814700,68094.19,68209.74,68201.95,68097.5,30.28768539,2024-10-25 00:05:00
45,1729815000,68090.51,68151.21,68097.5,68151.21,15.66711817,2024-10-25 00:10:00
44,1729815300,68153.22,68232.17,68153.22,68187.86,34.3275205,2024-10-25 00:15:00
43,1729815600,68109.48,68187.86,68187.85,68165.39,16.24529424,2024-10-25 00:20:00
42,1729815900,68093.04,68165.39,68165.39,68111.19,10.90109143,2024-10-25 00:25:00
41,1729816200,67933.35,68119.81,68111.2,67975.52,48.01231665,2024-10-25 00:30:00
40,1729816500,67932.62,68041.39,67975.52,67982.44,16.58632653,2024-10-25 00:35:00
39,1729816800,67935.42,68000.0,67982.44,67970.06,9.46881315,2024-10-25 00:40:00
38,1729817100,67911.01,68003.97,67971.37,67968.23,12.71879363,2024-10-25 00:45:00
37,1729817400,67870.07,67962.15,67962.15,67934.78,24.48773673,2024-10-25 00:50:00
36,1729817700,67932.64,67970.6,67934.92,67948.22,9.76132542,2024-10-25 00:55:00
35,1729818000,67874.34,67951.75,67948.22,67876.98,24.62614257,2024-10-25 01:00:00
34,1729818300,67838.0,67922.43,67876.97,67847.69,17.76552765,2024-10-25 01:05:00
33,1729818600,67820.0,67863.7,67847.68,67826.49,41.96376149,2024-10-25 01:10:00
32,1729818900,67816.81,67900.0,67826.49,67889.92,30.53200077,2024-10-25 01:15:00
31,1729819200,67870.01,67890.07,67888.89,67881.7,21.60276009,2024-10-25 01:20:00
30,1729819500,67873.79,67969.28,67877.57,67961.48,13.13961609,2024-10-25 01:25:00
29,1729819800,67851.16,67961.85,67958.98,67883.17,69.25660746,2024-10-25 01:30:00
28,1729820100,67805.78,67910.14,67883.17,67850.29,74.09015068,2024-10-25 01:35:00
27,1729820400,67828.38,67891.87,67851.14,67860.45,61.75576612,2024-10-25 01:40:00
26,1729820700,67817.14,67883.94,67858.8,67852.52,9.87255862,2024-10-25 01:45:00
25,1729821000,67821.96,67887.06,67852.52,67877.39,14.17677038,2024-10-25 01:50:00
24,1729821300,67877.38,67938.4,67877.38,67933.22,22.54669562,2024-10-25 01:55:00
23,1729821600,67931.91,68036.94,67938.25,68007.35,12.32228388,2024-10-25 02:00:00
22,1729821900,67909.06,68038.98,68007.62,67945.66,10.94021392,2024-10-25 02:05:00
21,1729822200,67859.96,67954.77,67947.01,67884.92,12.54214095,2024-10-25 02:10:00
20,1729822500,67853.14,67939.41,67884.44,67874.37,15.93457642,2024-10-25 02:15:00
19,1729822800,67790.75,67885.61,67874.36,67832.16,13.09660459,2024-10-25 02:20:00
18,1729823100,67810.47,67928.75,67832.16,67925.14,24.78877815,2024-10-25 02:25:00
17,1729823400,67914.95,68003.97,67928.77,67949.62,23.4085657,2024-10-25 02:30:00
16,1729823700,67932.65,67969.98,67949.61,67935.39,16.97771173,2024-10-25 02:35:00
15,1729824000,67912.25,67966.78,67933.93,67959.49,12.74253944,2024-10-25 02:40:00
14,1729824300,67959.49,68021.28,67959.49,68008.13,21.81580269,2024-10-25 02:45:00
13,1729824600,67997.2,68032.39,68008.12,68019.29,6.75389974,2024-10-25 02:50:00
12,1729824900,68005.0,68041.4,68019.29,68023.9,8.46599331,2024-10-25 02:55:00
11,1729825200,68020.02,68135.23,68020.02,68079.47,22.50899013,2024-10-25 03:00:00
10,1729825500,68045.62,68123.36,68079.47,68051.32,22.00600906,2024-10-25 03:05:00
9,1729825800,68051.32,68116.96,68051.32,68114.59,20.54859381,2024-10-25 03:10:00
