index,time,low,high,open,close,volume,date
47,1729900800,66471.2,66659.94,66564.51,66525.73,52.21336016,2024-10-26 00:00:00
46,1729901100,66473.88,66643.68,66530.35,66580.05,41.81613112,2024-10-26 00:05:00
45,1729901400,66442.2,66614.14,66580.04,66514.34,37.35274899,2024-10-26 00:10:00
44,1729901700,66413.18,66664.1,66509.96,66615.28,52.24803986,2024-10-26 00:15:00
43,1729902000,66567.53,66660.92,66618.69,66642.19,24.17647015,2024-10-26 00:20:00
42,1729902300,66600.82,66717.55,66639.25,66668.29,26.33387003,2024-10-26 00:25:00
41,1729902600,66586.46,66724.76,66668.29,66719.88,29.8883645,2024-10-26 00:30:00
40,1729902900,66554.21,66720.19,66718.98,66653.93,17.15432486,2024-10-26 00:35:00
39,1729903200,66650.05,66708.42,66653.92,66678.54,9.25478991,2024-10-26 00:40:00
38,1729903500,66674.12,66754.02,66678.54,66752.89,42.04383139,2024-10-26 00:45:00
37,1729903800,66656.12,66752.9,66752.9,66672.96,16.00434824,2024-10-26 00:50:00
36,1729904100,66622.56,66689.11,66672.95,66635.55,11.00162099,2024-10-26 00:55:00
35,1729904400,66597.92,66682.84,66637.6,66678.29,23.37108041,2024-10-26 01:00:00
34,1729904700,66504.61,66711.88,66678.2,66514.76,10.95519909,2024-10-26 01:05:00
33,1729905000,66451.45,66546.16,66514.75,66465.71,16.16340148,2024-10-26 01:10:00
32,1729905300,66436.91,66547.55,66465.71,66507.63,16.80893826,2024-10-26 01:15:00
31,1729905600,66507.63,66625.0,66507.63,66570.9,25.09933947,2024-10-26 01:20:00
30,1729905900,66557.55,66662.26,66570.9,66657.11,13.82954221,2024-10-26 01:25:00
29,1729906200,66522.37,66657.11,66657.11,66536.69,40.99981194,2024-10-26 01:30:00
28,1729906500,66430.8,66536.68,66536.68,66527.38,16.13648696,2024-10-26 01:35:00
27,1729906800,66469.6,66538.87,66527.38,66513.3,7.4590966,2024-10-26 01:40:00
26,1729907100,66510.0,66600.0,66513.3,66548.81,33.38550601,2024-10-26 01:45:00
25,1729907400,66544.67,66654.11,66545.04,66623.3,13.69926054,2024-10-26 01:50:00
24,1729907700,66579.41,66619.07,66619.07,66597.1,8.67978481,2024-10-26 01:55:00
23,1729908000,66494.71,66612.44,66594.88,66513.06,11.46991145,2024-10-26 02:00:00
22,1729908300,66410.65,66512.06,66512.06,66437.24,21.56848219,2024-10-26 02:05:00
21,1729908600,66331.95,66437.25,66434.96,66430.63,13.51170362,2024-10-26 02:10:00
20,1729908900,66419.28,66596.81,66430.62,66576.77,10.51160707,2024-10-26 02:15:00
19,1729909200,66502.93,66633.0,66576.59,66633.0,9.64283041,2024-10-26 02:20:00
18,1729909500,66605.6,66686.0,66633.88,66626.14,9.58150763,2024-10-26 02:25:00
17,1729909800,66519.52,66627.49,66626.13,66567.22,12.40708993,2024-10-26 02:30:00
16,1729910100,66551.61,66607.73,66567.22,66592.47,9.59988014,2024-10-26 02:35:00
15,1729910400,66569.0,66772.8,66591.95,66757.11,17.56032531,2024-10-26 02:40:00
14,1729910700,66744.18,66910.39,66757.11,66882.44,26.77043241,2024-10-26 02:45:00
13,1729911000,66755.58,66930.14,66875.8,66762.61,12.49026001,2024-10-26 02:50:00
12,1729911300,66727.28,66770.52,66762.62,66728.09,6.94741581,2024-10-26 02:55:00
11,1729911600,66608.33,66734.17,66730.12,66617.46,20.13659838,2024-10-26 03:00:00
10,1729911900,66580.85,66667.45,66616.66,66663.82,20.61002329,2024-10-26 03:05:00
9,1729912200,66624.15,66684.12,66664.1,66684.12,7.86051028,2024-10-26 03:10:00
8,1729912500,66648.06,66720.79,66685.31,66702.03,17.89716708,2024-10-26 03:15:00
7,1729912800,66683.33,66757.21,66702.03,66757.21,8.96769589,2024-10-26 03:20:00
6,1729913100,66744.03,66853.67,66757.21,66835.62,7.82179595,2024-10-26 03:25:00
5,1729913400,66784.31,66844.47,66835.61,66796.66,7.01020567,2024-10-26 03:30:00
4,1729913700,66777.62,66867.36,66797.46,66840.23,4.80408261,2024-10-26 03:35:00
3,1729914000,66830.99,66890.0,66837.36,66868.11,10.40492465,2024-10-26 03:40:00
2,1729914300,66810.47,66877.72,66871.3,66816.4,7.96664141,2024-10-26 03:45:00
1,1729914600,66788.04,66847.1,66821.18,66835.91,5.81303959,2024-10-26 03:50:00
0,1729914900,66804.26,66844.02,66835.92,66816.54,3.57910691,2024-10-26 03:55:00
47,1729915200,66800.91,66856.76,66814.44,66810.61,16.35995239,2024-10-26 04:00:00
46,1729915500,66687.79,66827.64,66810.6,66772.96,23.59743205,2024-10-26 04:05:00
45,1729915800,66758.54,66881.12,66774.59,66881.12,16.18492928,2024-10-26 04:10:00
44,1729916100,66834.33,66903.91,66882.07,66847.91,10.451202,2024-10-26 04:15:00
43,1729916400,66836.74,66882.4,66847.9,66850.54,9.68607056,2024-10-26 04:20:00
42,1729916700,66847.7,66887.11,66850.54,66860.84,32.99975405,2024-10-26 04:25:00
41,1729917000,66827.65,66868.61,66860.83,66848.06,8.75150643,2024-10-26 04:30:00
40,1729917300,66789.99,66848.06,66848.06,66790.0,5.52272433,2024-10-26 04:35:00
39,1729917600,66789.99,66867.54,66789.99,66862.64,6.213774,2024-10-26 04:40:00
38,1729917900,66815.86,66866.55,66860.14,66864.5,8.8819212,2024-10-26 04:45:00
37,1729918200,66840.22,66873.89,66864.5,66860.72,5.1667286,2024-10-26 04:50:00
36,1729918500,66835.94,66880.38,66860.72,66855.95,4.8963487,2024-10-26 04:55:00
35,1729918800,66851.79,66981.7,66855.94,66979.53,28.85093102,2024-10-26 05:00:00
34,1729919100,66895.06,66984.11,66975.55,66924.47,14.06582745,2024-10-26 05:05:00
33,1729919400,66902.01,66985.85,66924.46,66968.12,7.9211646,2024-10-26 05:10:00
32,1729919700,66958.08,67000.0,66968.12,66992.62,8.00451864,2024-10-26 05:15:00
31,1729920000,66985.0,67021.71,66992.61,67021.71,15.04768038,2024-10-26 05:20:00
30,1729920300,67013.4,67097.04,67021.71,67060.55,29.06815144,2024-10-26 05:25:00
29,1729920600,67028.44,67092.5,67060.55,67050.21,13.96948553,2024-10-26 05:30:00
