index,time,low,high,open,close,volume,date
47,1728000000,60701.52,60790.54,60745.0,60752.5,23.898898,2024-10-04 00:00:00
46,1728000300,60675.58,60790.86,60752.5,60730.06,23.1410605,2024-10-04 00:05:00
45,1728000600,60680.02,60816.87,60727.16,60700.51,23.53944766,2024-10-04 00:10:00
44,1728000900,60622.52,60718.29,60692.61,60641.87,17.09318319,2024-10-04 00:15:00
43,1728001200,60545.02,60655.07,60641.86,60627.42,19.04511329,2024-10-04 00:20:00
42,1728001500,60576.74,60737.67,60631.75,60702.38,21.17852106,2024-10-04 00:25:00
41,1728001800,60670.19,60793.53,60702.27,60703.49,34.18448721,2024-10-04 00:30:00
40,1728002100,60572.66,60712.27,60703.49,60595.93,13.03232509,2024-10-04 00:35:00
39,1728002400,60537.97,60629.69,60593.62,60610.7,16.10372896,2024-10-04 00:40:00
38,1728002700,60552.91,60671.3,60610.7,60556.0,10.6533545,2024-10-04 00:45:00
37,1728003000,60454.5,60597.35,60552.5,60481.87,25.12570846,2024-10-04 00:50:00
36,1728003300,60474.66,60527.56,60475.86,60498.06,6.53165529,2024-10-04 00:55:00
35,1728003600,60480.61,60588.31,60497.77,60571.99,5.43957689,2024-10-04 01:00:00
34,1728003900,60502.13,60598.56,60566.32,60564.24,7.94192107,2024-10-04 01:05:00
33,1728004200,60530.52,60633.32,60564.24,60597.21,11.44260011,2024-10-04 01:10:00
32,1728004500,60591.96,60736.61,60591.96,60726.42,13.62435852,2024-10-04 01:15:00
31,1728004800,60691.18,60974.36,60729.25,60949.01,35.826882,2024-10-04 01:20:00
30,1728005100,60863.72,61227.73,60947.94,61066.92,41.65410959,2024-10-04 01:25:00
29,1728005400,61014.35,61183.59,61064.7,61038.12,21.25899347,2024-10-04 01:30:00
28,1728005700,60959.4,61095.35,61025.76,60969.69,26.31031288,2024-10-04 01:35:00
27,1728006000,60929.73,61050.73,60969.7,61028.57,18.54736531,2024-10-04 01:40:00
26,1728006300,61003.41,61187.81,61028.19,61177.76,17.59970283,2024-10-04 01:45:00
25,1728006600,61111.85,61218.01,61177.76,61217.59,20.39333471,2024-10-04 01:50:00
24,1728006900,61175.04,61248.94,61210.39,61212.17,27.69896233,2024-10-04 01:55:00
23,1728007200,61124.99,61275.72,61212.17,61132.27,18.75294159,2024-10-04 02:00:00
22,1728007500,61113.26,61250.22,61129.5,61142.54,11.91056209,2024-10-04 02:05:00
21,1728007800,61084.07,61216.54,61142.53,61101.73,8.53056572,2024-10-04 02:10:00
20,1728008100,61029.28,61140.75,61101.72,61037.17,11.09761324,2024-10-04 02:15:00
19,1728008400,60964.96,61044.49,61035.91,60970.99,12.88223752,2024-10-04 02:20:00
18,1728008700,60930.74,61017.1,60967.15,60978.15,7.68656081,2024-10-04 02:25:00
17,1728009000,60961.52,61096.18,60980.35,61046.81,9.27301624,2024-10-04 02:30:00
16,1728009300,61027.39,61140.94,61047.19,61136.11,12.54301091,2024-10-04 02:35:00
15,1728009600,61061.12,61135.37,61132.78,61077.35,7.69781485,2024-10-04 02:40:00
14,1728009900,61015.83,61114.52,61078.84,61092.44,8.47006459,2024-10-04 02:45:00
13,1728010200,61026.3,61100.48,61097.16,61045.99,8.68766955,2024-10-04 02:50:00
12,1728010500,61023.7,61093.27,61045.99,61029.15,13.29900704,2024-10-04 02:55:00
11,1728010800,61013.18,61070.72,61027.44,61013.18,10.80474829,2024-10-04 03:00:00
10,1728011100,60935.5,61019.3,61019.3,60935.91,8.1468475,2024-10-04 03:05:00
9,1728011400,60924.82,60977.64,60935.92,60931.64,14.56501631,2024-10-04 03:10:00
8,1728011700,60915.92,60964.93,60931.65,60932.94,9.09451882,2024-10-04 03:15:00
