index,time,low,high,open,close,volume,date
47,1729555200,67282.37,67373.06,67346.15,67351.56,9.86335546,2024-10-22 00:00:00
46,1729555500,67231.13,67370.0,67351.56,67246.1,20.57030317,2024-10-22 00:05:00
45,1729555800,67231.15,67321.84,67246.1,67251.06,9.95837953,2024-10-22 00:10:00
44,1729556100,67084.74,67261.24,67251.05,67096.41,46.71020679,2024-10-22 00:15:00
43,1729556400,67077.03,67196.48,67096.41,67092.79,28.2487728,2024-10-22 00:20:00
42,1729556700,66903.55,67108.53,67094.01,66916.98,65.91561565,2024-10-22 00:25:00
41,1729557000,66535.0,66925.07,66904.53,66712.06,147.54116779,2024-10-22 00:30:00
40,1729557300,66570.69,66736.48,66706.64,66679.4,30.04432294,2024-10-22 00:35:00
39,1729557600,66637.18,66926.35,66675.87,66924.19,23.47349663,2024-10-22 00:40:00
38,1729557900,66924.24,67288.16,66924.24,67259.92,36.18268224,2024-10-22 00:45:00
37,1729558200,67100.01,67265.86,67262.18,67229.98,16.12909784,2024-10-22 00:50:00
36,1729558500,67094.69,67229.94,67229.94,67112.67,14.04620536,2024-10-22 00:55:00
35,1729558800,67008.97,67193.13,67115.35,67148.06,18.71503117,2024-10-22 01:00:00
34,1729559100,67144.57,67307.23,67149.24,67191.23,22.57102168,2024-10-22 01:05:00
33,1729559400,67166.69,67267.24,67190.34,67251.92,12.127372,2024-10-22 01:10:00
32,1729559700,67224.33,67356.77,67251.92,67356.77,17.64160898,2024-10-22 01:15:00
31,1729560000,67336.56,67411.61,67357.98,67336.56,14.86059147,2024-10-22 01:20:00
30,1729560300,67329.79,67469.19,67329.79,67429.52,25.13588249,2024-10-22 01:25:00
29,1729560600,67350.0,67500.0,67429.52,67372.57,20.05684794,2024-10-22 01:30:00
28,1729560900,67326.98,67378.99,67369.39,67353.22,10.1867509,2024-10-22 01:35:00
27,1729561200,67342.84,67415.15,67350.58,67382.68,10.29660894,2024-10-22 01:40:00
26,1729561500,67352.0,67468.28,67380.74,67455.96,11.73748264,2024-10-22 01:45:00
25,1729561800,67429.76,67497.44,67455.96,67449.82,7.01467718,2024-10-22 01:50:00
24,1729562100,67393.31,67475.27,67453.63,67473.8,10.67313451,2024-10-22 01:55:00
23,1729562400,67454.37,67547.97,67473.8,67527.35,11.7977663,2024-10-22 02:00:00
22,1729562700,67527.35,67658.51,67527.35,67648.42,15.254335,2024-10-22 02:05:00
21,1729563000,67570.38,67661.1,67649.13,67593.54,34.78793593,2024-10-22 02:10:00
20,1729563300,67479.41,67624.17,67593.34,67514.61,15.42115004,2024-10-22 02:15:00
19,1729563600,67513.72,67565.43,67514.61,67546.09,8.24597727,2024-10-22 02:20:00
18,1729563900,67500.47,67565.44,67546.09,67525.35,9.69872834,2024-10-22 02:25:00
17,1729564200,67500.01,67613.52,67525.35,67608.18,5.40483028,2024-10-22 02:30:00
16,1729564500,67429.38,67610.4,67604.1,67440.93,16.84528597,2024-10-22 02:35:00
15,1729564800,67440.93,67498.09,67440.94,67478.81,17.61252606,2024-10-22 02:40:00
14,1729565100,67338.21,67472.79,67472.79,67341.45,8.24195064,2024-10-22 02:45:00
13,1729565400,67256.18,67350.72,67341.79,67288.48,39.22161857,2024-10-22 02:50:00
12,1729565700,67233.48,67295.65,67288.49,67270.99,11.92007601,2024-10-22 02:55:00
11,1729566000,67271.02,67341.19,67282.38,67304.17,5.15869486,2024-10-22 03:00:00
10,1729566300,67299.13,67388.64,67305.38,67340.67,8.76086383,2024-10-22 03:05:00
9,1729566600,67328.53,67462.36,67340.67,67458.24,10.17155908,2024-10-22 03:10:00
8,1729566900,67368.5,67522.81,67458.23,67397.24,25.07706959,2024-10-22 03:15:00
7,1729567200,67360.81,67418.56,67397.0,67360.82,4.28921167,2024-10-22 03:20:00
6,1729567500,67340.48,67389.8,67360.81,67361.8,7.60933189,2024-10-22 03:25:00
5,1729567800,67262.67,67391.9,67361.79,67292.57,27.88496797,2024-10-22 03:30:00
4,1729568100,67263.59,67354.36,67292.57,67266.64,14.15321801,2024-10-22 03:35:00
3,1729568400,67264.28,67356.88,67264.89,67316.33,12.65988512,2024-10-22 03:40:00
2,1729568700,67279.36,67351.57,67316.33,67340.06,9.57952584,2024-10-22 03:45:00
1,1729569000,67324.11,67359.82,67340.06,67330.33,4.72315486,2024-10-22 03:50:00
0,1729569300,67330.33,67368.46,67330.33,67356.9,7.41042627,2024-10-22 03:55:00
47,1729569600,67316.59,67365.56,67356.9,67317.51,6.82789115,2024-10-22 04:00:00
46,1729569900,67280.95,67333.01,67316.86,67283.25,7.28594537,2024-10-22 04:05:00
45,1729570200,67269.02,67297.06,67280.94,67287.12,7.12165815,2024-10-22 04:10:00
44,1729570500,67250.0,67294.2,67287.11,67250.01,8.68405937,2024-10-22 04:15:00
43,1729570800,67238.47,67333.66,67250.01,67333.59,14.64707693,2024-10-22 04:20:00
42,1729571100,67331.34,67439.0,67333.57,67429.78,9.07621065,2024-10-22 04:25:00
41,1729571400,67394.15,67430.86,67429.78,67409.29,16.04867949,2024-10-22 04:30:00
40,1729571700,67329.26,67414.57,67409.28,67329.26,9.42014576,2024-10-22 04:35:00
39,1729572000,67332.55,67401.38,67332.55,67394.81,4.90452195,2024-10-22 04:40:00
38,1729572300,67354.66,67400.65,67396.85,67380.89,3.96053696,2024-10-22 04:45:00
37,1729572600,67377.96,67413.71,67380.88,67413.7,28.20776217,2024-10-22 04:50:00
36,1729572900,67410.01,67460.88,67413.7,67456.65,4.65504378,2024-10-22 04:55:00
