index,time,low,high,open,close,volume,date
47,1729036800,66987.7,67129.35,67056.62,67037.63,38.88623425,2024-10-16 00:00:00
46,1729037100,66920.16,67100.0,67037.26,66950.5,30.88112388,2024-10-16 00:05:00
45,1729037400,66867.04,66972.74,66950.5,66932.8,47.50826157,2024-10-16 00:10:00
44,1729037700,66822.01,66989.04,66932.79,66987.45,22.19856443,2024-10-16 00:15:00
43,1729038000,66812.49,66987.27,66987.27,66821.04,26.06091799,2024-10-16 00:20:00
42,1729038300,66785.41,66854.16,66816.97,66794.59,17.36006507,2024-10-16 00:25:00
41,1729038600,66753.8,66841.65,66794.59,66821.15,15.91211877,2024-10-16 00:30:00
40,1729038900,66797.48,66871.38,66821.15,66867.82,25.7113007,2024-10-16 00:35:00
39,1729039200,66867.82,67011.08,66867.82,66913.54,20.25251718,2024-10-16 00:40:00
38,1729039500,66801.9,66957.41,66913.54,66895.96,43.77837866,2024-10-16 00:45:00
37,1729039800,66839.97,66946.13,66895.95,66847.06,38.69006678,2024-10-16 00:50:00
36,1729040100,66842.9,66904.66,66848.71,66871.38,20.67588163,2024-10-16 00:55:00
35,1729040400,66839.22,66960.96,66874.5,66888.81,30.37377053,2024-10-16 01:00:00
34,1729040700,66785.39,66902.79,66888.81,66836.06,36.95907952,2024-10-16 01:05:00
33,1729041000,66743.0,66905.81,66833.82,66905.8,18.57058053,2024-10-16 01:10:00
32,1729041300,66905.81,67282.72,66905.81,67139.83,92.58787066,2024-10-16 01:15:00
31,1729041600,67086.04,67435.96,67139.83,67405.16,89.43266223,2024-10-16 01:20:00
30,1729041900,67310.44,67489.48,67408.34,67471.66,58.41947067,2024-10-16 01:25:00
29,1729042200,67237.01,67480.38,67471.67,67271.62,42.48655248,2024-10-16 01:30:00
28,1729042500,67156.75,67309.7,67271.62,67212.24,31.84919974,2024-10-16 01:35:00
27,1729042800,67137.68,67253.75,67212.23,67218.08,23.50284168,2024-10-16 01:40:00
26,1729043100,67119.73,67249.23,67217.46,67243.8,27.45748513,2024-10-16 01:45:00
25,1729043400,67232.8,67387.49,67239.17,67362.28,31.06708834,2024-10-16 01:50:00
24,1729043700,67306.2,67388.44,67362.28,67365.85,21.98217049,2024-10-16 01:55:00
23,1729044000,67287.83,67450.0,67367.02,67405.34,43.76514307,2024-10-16 02:00:00
22,1729044300,67368.4,67545.7,67405.4,67459.5,68.15425255,2024-10-16 02:05:00
21,1729044600,67455.05,67560.76,67455.05,67475.6,42.29070658,2024-10-16 02:10:00
20,1729044900,67335.43,67490.97,67474.97,67379.5,25.94764284,2024-10-16 02:15:00
19,1729045200,67279.23,67447.58,67375.72,67370.62,21.8070252,2024-10-16 02:20:00
18,1729045500,67287.42,67380.19,67370.05,67309.57,23.45732803,2024-10-16 02:25:00
17,1729045800,67251.08,67322.59,67309.57,67322.58,16.51529848,2024-10-16 02:30:00
16,1729046100,67260.8,67397.27,67322.59,67307.54,34.3103601,2024-10-16 02:35:00
15,1729046400,67216.83,67329.19,67307.53,67314.97,27.23781328,2024-10-16 02:40:00
14,1729046700,67304.71,67371.33,67314.64,67310.04,21.36519599,2024-10-16 02:45:00
13,1729047000,67261.47,67379.26,67310.04,67345.0,35.71210735,2024-10-16 02:50:00
12,1729047300,67260.62,67344.99,67344.99,67270.27,28.23517437,2024-10-16 02:55:00
11,1729047600,67209.24,67285.1,67270.27,67242.48,42.66370156,2024-10-16 03:00:00
10,1729047900,67190.71,67262.65,67242.48,67230.2,31.91988698,2024-10-16 03:05:00
9,1729048200,67152.05,67250.75,67230.21,67178.19,34.26076341,2024-10-16 03:10:00
8,1729048500,67079.13,67179.34,67178.2,67128.02,24.08850706,2024-10-16 03:15:00
7,1729048800,67116.33,67184.43,67132.87,67160.23,14.18723709,2024-10-16 03:20:00
6,1729049100,67123.67,67171.84,67160.13,67131.22,16.69034284,2024-10-16 03:25:00
5,1729049400,67071.85,67169.57,67133.5,67158.5,15.14532962,2024-10-16 03:30:00
4,1729049700,67086.29,67176.51,67155.75,67107.09,15.53429348,2024-10-16 03:35:00
3,1729050000,67071.3,67147.36,67107.09,67114.63,10.38248419,2024-10-16 03:40:00
2,1729050300,67114.63,67228.15,67114.64,67144.28,13.86118084,2024-10-16 03:45:00
1,1729050600,67128.68,67181.41,67144.56,67128.77,8.5506297,2024-10-16 03:50:00
0,1729050900,67064.79,67152.61,67128.76,67085.86,13.39105442,2024-10-16 03:55:00
47,1729051200,67075.92,67146.61,67081.06,67100.01,14.44973922,2024-10-16 04:00:00
46,1729051500,67089.33,67205.6,67100.01,67171.12,11.44321407,2024-10-16 04:05:00
45,1729051800,67169.66,67238.65,67171.12,67196.87,10.69973234,2024-10-16 04:10:00
44,1729052100,67115.67,67213.93,67196.87,67161.91,14.02905326,2024-10-16 04:15:00
43,1729052400,67055.19,67178.45,67161.9,67055.21,12.68808477,2024-10-16 04:20:00
42,1729052700,66979.4,67075.28,67055.21,67033.61,34.14726487,2024-10-16 04:25:00
41,1729053000,66956.77,67045.56,67033.61,66986.64,15.36585719,2024-10-16 04:30:00
40,1729053300,66877.26,67007.99,66979.53,66916.84,24.21797755,2024-10-16 04:35:00
39,1729053600,66909.35,66971.15,66916.84,66967.37,16.98868314,2024-10-16 04:40:00
38,1729053900,66901.35,67006.54,66967.37,66996.97,36.41982704,2024-10-16 04:45:00
37,1729054200,66990.05,67035.97,66996.98,66997.49,13.11860908,2024-10-16 04:50:00
36,1729054500,66980.14,67039.21,66997.49,66989.0,27.29688273,2024-10-16 04:55:00
35,1729054800,66969.37,67016.36,66989.0,66970.36,31.3188406,2024-10-16 05:00:00
34,1729055100,66917.41,67032.18,66970.36,66960.48,41.21021039,2024-10-16 05:05:00
33,1729055400,66935.0,67021.39,66958.85,66995.93,19.71390815,2024-10-16 05:10:00
32,1729055700,66985.36,67097.45,66995.92,67091.18,17.92161156,2024-10-16 05:15:00
31,1729056000,67054.18,67142.86,67091.18,67121.2,23.78057028,2024-10-16 05:20:00
30,1729056300,67099.7,67186.52,67121.2,67186.52,12.43834998,2024-10-16 05:25:00
29,1729056600,67111.12,67193.04,67186.52,67143.0,12.58931039,2024-10-16 05:30:00
28,1729056900,67065.06,67277.79,67142.95,67240.23,31.26003499,2024-10-16 05:35:00
27,1729057200,67236.07,67306.85,67240.22,67294.51,21.7169242,2024-10-16 05:40:00
26,1729057500,67249.16,67355.78,67296.94,67263.0,21.92755866,2024-10-16 05:45:00
25,1729057800,67209.42,67306.62,67271.27,67209.42,12.93280073,2024-10-16 05:50:00
24,1729058100,67172.11,67221.02,67209.42,67211.54,10.8072367,2024-10-16 05:55:00
23,1729058400,67108.37,67214.82,67214.82,67144.05,13.0044868,2024-10-16 06:00:00
22,1729058700,67141.93,67258.54,67141.93,67226.38,15.80299087,2024-10-16 06:05:00
21,1729059000,67208.54,67306.48,67226.38,67279.56,24.73958011,2024-10-16 06:10:00
20,1729059300,67237.86,67302.89,67279.56,67273.15,12.60801965,2024-10-16 06:15:00
19,1729059600,67132.69,67275.8,67270.64,67160.8,12.87415647,2024-10-16 06:20:00
18,1729059900,66968.13,67187.6,67160.8,67009.26,16.52863874,2024-10-16 06:25:00
17,1729060200,66957.23,67076.66,67009.25,67056.21,35.67418353,2024-10-16 06:30:00
16,1729060500,67047.34,67161.91,67056.21,67128.36,14.35622668,2024-10-16 06:35:00
15,1729060800,67094.86,67163.81,67131.17,67126.79,9.0816543,2024-10-16 06:40:00
14,1729061100,67069.05,67132.81,67132.81,67089.1,16.77761551,2024-10-16 06:45:00
13,1729061400,67065.02,67189.94,67089.1,67171.03,12.62060974,2024-10-16 06:50:00
12,1729061700,67033.42,67174.66,67174.54,67045.58,29.19277258,2024-10-16 06:55:00
11,1729062000,66907.05,67040.64,67040.64,66997.83,23.13761501,2024-10-16 07:00:00
10,1729062300,66907.04,67026.76,66997.82,66911.24,34.95702061,2024-10-16 07:05:00
9,1729062600,66792.0,66911.24,66911.24,66805.36,27.37586612,2024-10-16 07:10:00
8,1729062900,66769.86,66914.61,66806.38,66886.88,16.86458786,2024-10-16 07:15:00
7,1729063200,66827.31,66934.91,66886.88,66878.32,43.57286726,2024-10-16 07:20:00
6,1729063500,66868.73,66925.18,66878.38,66882.79,35.33564303,2024-10-16 07:25:00
5,1729063800,66860.66,66980.12,66882.79,66963.76,39.06836698,2024-10-16 07:30:00
4,1729064100,66844.97,66984.43,66963.76,66856.42,26.01205812,2024-10-16 07:35:00
3,1729064400,66821.61,66881.62,66852.38,66863.74,12.63914393,2024-10-16 07:40:00
2,1729064700,66841.55,66949.53,66860.59,66924.32,27.68236494,2024-10-16 07:45:00
1,1729065000,66892.76,66980.13,66924.31,66961.53,29.27267088,2024-10-16 07:50:00
0,1729065300,66936.1,67009.12,66961.53,66967.75,45.91841939,2024-10-16 07:55:00
47,1729065600,66933.12,67065.08,66967.76,66963.47,44.73671946,2024-10-16 08:00:00
46,1729065900,66904.6,67044.97,66970.8,67029.72,24.04077035,2024-10-16 08:05:00
45,1729066200,67020.11,67155.0,67030.39,67020.11,16.40901383,2024-10-16 08:10:00
44,1729066500,66995.59,67096.77,67020.12,67072.63,15.04806929,2024-10-16 08:15:00
43,1729066800,67021.54,67119.43,67072.63,67117.53,10.31927377,2024-10-16 08:20:00
42,1729067100,67111.23,67184.12,67115.27,67158.9,15.5439305,2024-10-16 08:25:00
41,1729067400,67104.08,67218.53,67158.9,67113.58,61.36100441,2024-10-16 08:30:00
40,1729067700,67071.39,67219.77,67111.74,67196.98,42.20439015,2024-10-16 08:35:00
39,1729068000,67112.89,67264.18,67197.65,67199.71,44.48829913,2024-10-16 08:40:00
38,1729068300,67188.71,67248.09,67199.4,67191.25,20.34714019,2024-10-16 08:45:00
37,1729068600,67147.66,67222.72,67191.24,67168.91,35.76076219,2024-10-16 08:50:00
36,1729068900,67113.9,67215.54,67168.91,67121.39,18.60195007,2024-10-16 08:55:00
35,1729069200,67103.67,67187.73,67121.39,67156.87,8.10159249,2024-10-16 09:00:00
34,1729069500,67063.04,67173.46,67156.27,67130.0,13.97979982,2024-10-16 09:05:00
33,1729069800,67055.67,67182.73,67130.0,67174.7,10.31585002,2024-10-16 09:10:00
32,1729070100,67140.02,67241.75,67180.09,67143.45,58.59955578,2024-10-16 09:15:00
31,1729070400,67102.42,67159.73,67143.44,67130.07,21.81544919,2024-10-16 09:20:00
30,1729070700,67102.86,67244.59,67130.06,67242.27,11.91694614,2024-10-16 09:25:00
29,1729071000,67235.88,67408.99,67244.4,67400.15,48.67565715,2024-10-16 09:30:00
28,1729071300,67328.99,67465.51,67391.41,67450.0,180.8161215,2024-10-16 09:35:00
27,1729071600,67374.35,67467.9,67450.0,67391.59,70.39598626,2024-10-16 09:40:00
26,1729071900,67328.08,67414.54,67387.98,67373.45,23.62501649,2024-10-16 09:45:00
25,1729072200,67300.01,67379.95,67376.47,67344.47,18.38235082,2024-10-16 09:50:00
24,1729072500,67240.53,67418.85,67344.44,67414.96,75.48679998,2024-10-16 09:55:00
23,1729072800,67312.1,67447.53,67414.97,67392.74,56.86073357,2024-10-16 10:00:00
22,1729073100,67374.33,67526.55,67389.03,67503.65,17.63430549,2024-10-16 10:05:00
